City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
382,erzin,36.96,36.2,84.99,78,13,17.0,TR,1600518042
383,faya,18.39,42.45,86.0,9,20,16.11,SA,1600518042
384,port lincoln,-34.73,135.87,58.12,89,20,14.56,AU,1600518042
385,sangmelima,2.93,11.98,79.41,79,95,2.46,CM,1600518042
386,rongcheng,30.63,117.85,64.4,88,68,1.16,CN,1600518043
387,kroonstad,-27.65,27.23,87.01,11,0,5.01,ZA,1600518043
388,yerbogachen,61.28,108.01,50.94,67,100,4.72,RU,1600518043
389,corner brook,48.97,-57.95,50.0,65,75,4.99,CA,1600518043
390,kruisfontein,-34.0,24.73,64.71,61,63,10.0,ZA,1600518043
391,mount isa,-20.73,139.5,80.6,61,39,3.36,AU,1600518044
392,gold coast,-28.0,153.43,69.8,64,40,8.05,AU,1600518044
393,paamiut,61.99,-49.67,36.66,89,100,8.19,GL,1600518044
394,bemidji,47.47,-94.88,44.6,70,40,5.82,US,1600518005
395,andilamena,-17.02,48.58,69.55,51,68,12.3,MG,1600518044
396,issia,6.49,-6.59,85.66,60,51,1.63,CI,1600518044
397,kallithea,37.95,23.7,75.99,73,75,10.0,GR,1600518045
398,loei,17.42,101.5,77.0,94,90,4.7,TH,1600518045
399,harper,4.38,-7.72,78.89,75,91,8.08,LR,1600518045
400,morro bay,35.37,-120.85,57.0,99,0,1.01,US,1600518045
401,oxford,51.75,-1.26,70.0,52,96,16.11,GB,1600518000
402,jalingo,8.88,11.37,89.35,60,44,4.5,NG,1600518046
403,ak-dovurak,51.18,90.6,52.27,48,93,4.83,RU,1600518046
404,pallisa,1.15,33.71,88.9,40,5,3.18,UG,1600518046
405,saint-gaudens,43.08,0.67,87.01,57,90,8.05,FR,1600518046
406,weihai,37.5,122.11,68.99,54,0,5.12,CN,1600518047
407,antalya,36.77,30.72,89.6,49,20,9.17,TR,1600518047
408,terrace bay,48.78,-87.1,48.2,81,90,6.93,CA,1600518047
409,baykit,61.67,96.37,46.87,80,70,6.15,RU,1600518047
410,port-gentil,-0.72,8.78,82.4,74,90,17.22,GA,1600518048
411,marsh harbour,26.54,-77.06,82.89,74,94,11.43,BS,1600518048
412,nizhniy tsasuchey,50.52,115.13,50.32,52,0,6.6,RU,1600518048
413,laguna,38.42,-121.42,60.01,87,1,3.36,US,1600518048
414,luanda,-8.84,13.23,75.2,78,75,6.93,AO,1600518048
415,rio gallegos,-51.62,-69.22,39.2,60,74,31.09,AR,1600518048
416,tambun,-6.26,107.07,90.0,58,7,11.41,ID,1600518049
417,tucuman,-26.82,-65.22,55.4,50,10,5.82,AR,1600517961
418,kavaratti,10.57,72.64,82.09,80,100,24.47,IN,1600518049
419,porto santo,33.07,-16.34,73.4,69,20,5.82,PT,1600518049
420,mangai,-4.05,19.53,90.66,49,78,5.48,CD,1600518049
421,samarinda,-0.5,117.15,76.86,85,32,1.41,ID,1600518050
422,vila velha,-20.33,-40.29,79.0,65,20,13.87,BR,1600518050
423,san policarpo,12.18,125.51,82.81,84,61,9.15,PH,1600518050
424,kantilo,20.35,85.18,86.0,89,75,4.7,IN,1600518050
425,bodden town,19.28,-81.25,82.0,88,20,7.11,KY,1600518050
426,kamaishi,39.27,141.88,65.73,72,33,6.17,JP,1600518050
427,talnakh,69.49,88.4,48.2,87,75,8.95,RU,1600518050
428,mariinsk,56.21,87.75,49.06,91,100,11.56,RU,1600518051
429,naryan-mar,67.67,53.09,40.62,68,100,8.55,RU,1600518051
430,morgan hill,37.13,-121.65,61.0,87,40,3.36,US,1600518051
431,pinotepa nacional,16.32,-98.02,72.39,93,100,2.91,MX,1600518051
432,bayburt,40.26,40.23,68.83,43,13,11.48,TR,1600518052
433,mandalgovi,45.76,106.27,62.56,28,53,9.37,MN,1600518052
434,winslow,35.02,-110.7,64.4,42,1,6.93,US,1600518053
435,kattivakkam,13.22,80.32,84.2,74,75,4.7,IN,1600518053
436,saint-joseph,-21.37,55.62,77.0,53,24,12.75,RE,1600518053
437,balikpapan,-1.27,116.83,78.49,82,14,3.0,ID,1600517924
438,dandong,40.13,124.39,56.37,78,0,3.87,CN,1600518053
439,pindwara,24.8,73.07,85.06,71,78,4.41,IN,1600518053
440,bereda,43.27,-7.54,75.99,78,53,8.01,ES,1600518053
441,tonj,7.27,28.68,86.16,67,82,1.63,SS,1600517845
442,santa fe,-31.63,-60.7,59.0,47,41,4.0,AR,1600517849
443,beloha,-25.17,45.05,94.24,13,0,11.21,MG,1600518054
444,aswan,24.09,32.91,112.53,6,0,2.8,EG,1600518054
445,smidovich,48.6,133.82,47.91,93,100,3.53,RU,1600518054
446,chokurdakh,70.63,147.92,39.6,87,99,6.13,RU,1600518054
447,kuah,6.33,99.84,75.2,100,40,4.7,MY,1600518054
448,bolshaya rechka,51.95,104.74,46.4,100,90,17.9,RU,1600518054
449,zima,53.92,102.04,45.23,94,100,4.63,RU,1600518055
450,tazovskiy,67.47,78.7,47.37,76,59,3.29,RU,1600518055
451,tukrah,32.53,20.58,83.53,53,4,16.58,LY,1600518055
452,melfi,41.0,15.65,84.2,48,1,14.99,IT,1600518055
453,berlevag,70.86,29.09,46.04,85,92,27.27,NO,1600518055
454,yangjiang,21.85,111.97,80.06,88,100,6.11,CN,1600518055
455,oistins,13.07,-59.53,84.2,79,40,8.05,BB,1600518055
456,jiuquan,39.74,98.52,73.67,22,91,9.01,CN,1600518056
457,nalut,30.33,10.85,95.22,18,0,9.06,LY,1600518056
458,yangambi,0.81,24.43,85.24,63,73,4.29,CD,1600518056
459,chau doc,10.7,105.12,80.17,83,100,6.73,VN,1600518057
460,mayskiy,47.69,40.1,59.0,51,40,13.42,RU,1600518057
461,muros,42.78,-9.06,71.01,87,70,3.0,ES,1600518057
462,camacha,33.08,-16.33,73.4,69,20,5.82,PT,1600518057
463,tual,-5.67,132.75,81.21,84,2,6.42,ID,1600518057
464,caravelas,-17.71,-39.25,79.43,61,33,8.75,BR,1600518057
465,zyryanovsk,49.74,84.27,55.42,51,8,4.65,KZ,1600518058
466,baker city,44.77,-117.83,50.0,76,1,3.27,US,1600518058
467,khorixas,-20.37,14.97,95.11,10,0,8.1,NA,1600518058
468,sao filipe,14.9,-24.5,79.09,79,24,9.82,CV,1600518059
469,ouango,4.31,22.56,78.91,68,100,3.96,CF,1600518059
470,sonoita,31.85,-112.83,79.0,37,0,4.05,MX,1600518059
471,yenagoa,4.92,6.26,81.16,80,97,9.35,NG,1600518059
472,angoche,-16.23,39.91,82.8,53,24,9.89,MZ,1600518059
473,yatou,37.15,122.38,64.42,61,0,3.49,CN,1600518060
474,voyvozh,62.89,54.96,42.49,95,100,7.72,RU,1600518060
475,thunder bay,48.4,-89.32,48.2,93,90,2.24,CA,1600517953
476,novoshcherbinovskaya,46.48,38.65,67.15,37,11,14.12,RU,1600518060
477,luena,-11.78,19.92,87.8,33,67,9.17,AO,1600518060
478,igarka,67.47,86.58,47.16,86,100,5.3,RU,1600518060
479,zhezkazgan,47.8,67.71,71.6,24,20,13.42,KZ,1600518061
480,carauari,-4.88,-66.9,79.45,81,49,1.16,BR,1600518061
481,clinton,42.59,-82.92,37.0,100,20,4.9,US,1600518061
482,lubao,14.92,120.55,82.4,78,90,11.41,PH,1600518061
483,isla vista,34.41,-119.86,68.0,88,0,8.32,US,1600518061
484,saint-nazaire,47.28,-2.2,68.0,88,99,4.7,FR,1600518061
485,vallenar,-28.57,-70.76,60.44,58,0,2.98,CL,1600518062
486,nancha,47.13,129.27,50.52,89,75,2.17,CN,1600518062
487,cazones,20.72,-97.32,73.4,88,75,6.93,MX,1600518062
488,gao,16.64,1.64,102.58,18,4,15.57,ML,1600518062
489,great falls,47.5,-111.3,64.99,44,1,10.29,US,1600518062
490,palmer,42.16,-72.33,45.0,70,1,3.36,US,1600518063
491,henties bay,-22.12,14.28,57.99,81,8,5.01,NA,1600518063
492,boulder city,35.98,-114.83,80.6,24,1,3.36,US,1600518063
493,boralday,43.36,76.86,55.4,66,75,8.95,KZ,1600518063
494,port blair,11.67,92.75,79.93,84,100,24.99,IN,1600517826
495,shima,24.45,117.81,82.4,83,20,8.95,CN,1600518064
496,nanzhang,31.78,111.84,64.45,72,91,1.39,CN,1600518064
497,san lorenzo,-25.33,-57.53,69.8,56,17,2.24,PY,1600517958
498,bonthe,7.53,-12.51,80.8,81,53,11.77,SL,1600518064
499,sena madureira,-9.07,-68.66,81.9,60,15,2.19,BR,1600518064
500,konstantinovka,49.62,127.98,50.52,90,100,9.95,RU,1600518065
501,chara,56.91,118.26,43.74,64,5,0.98,RU,1600518065
502,chicama,-7.84,-79.15,62.65,80,84,3.74,PE,1600518065
503,kuala sungai baru,2.36,102.04,82.4,78,20,3.36,MY,1600518065
504,manggar,-2.88,108.27,82.35,83,69,12.24,ID,1600518066
505,batu berendam,2.25,102.25,82.4,78,20,3.36,MY,1600518066
506,dodola,6.98,39.18,63.68,68,61,5.1,ET,1600518066
507,matamoros,25.53,-103.25,68.0,77,5,2.68,MX,1600518066
508,mabamba,-3.6,30.5,93.04,17,76,7.18,TZ,1600518066
509,ternate,0.8,127.4,81.93,76,15,1.45,ID,1600518067
510,assiniboia,49.63,-105.98,57.27,56,16,11.63,CA,1600518067
511,ayna,-12.65,-73.92,53.6,87,90,2.24,PE,1600518067
512,peru,40.75,-86.07,41.0,100,1,3.36,US,1600517819
513,vao,-22.67,167.48,68.16,73,13,18.59,NC,1600518067
514,san mateo del mar,16.2,-95.0,79.48,77,50,13.76,MX,1600518067
515,enterprise,36.03,-115.24,81.0,22,20,4.7,US,1600518067
516,neepawa,50.23,-99.47,35.6,93,20,2.24,CA,1600517934
517,bud,39.45,-86.18,45.0,81,1,3.36,US,1600518068
518,sharjah,25.36,55.4,102.2,33,0,13.87,AE,1600518049
519,pozoblanco,38.38,-4.85,66.2,88,90,3.36,ES,1600518068
520,naron,43.52,-8.15,73.99,73,75,3.36,ES,1600518068
521,bitkine,11.98,18.21,91.45,47,83,5.44,TD,1600518068
522,denpasar,-8.65,115.22,80.6,100,20,13.87,ID,1600517870
523,roma,43.21,-75.46,35.01,86,1,2.39,US,1600518005
524,bosaso,11.28,49.18,93.2,71,34,14.99,SO,1600518068
525,rosia,45.82,24.32,69.8,43,87,4.7,RO,1600518069
526,peqin,41.05,19.75,89.6,25,75,4.7,AL,1600518069
527,beroroha,-21.67,45.17,97.97,9,0,1.61,MG,1600518069
528,pativilca,-10.7,-77.78,60.55,87,87,4.5,PE,1600518069
529,lata,40.16,-8.33,66.99,91,87,1.01,PT,1600518070
530,tvedestrand,58.62,8.93,66.2,52,89,6.93,NO,1600518070
531,san pedro,14.35,121.02,84.2,79,40,2.24,PH,1600518071
